A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/3.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/3.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Guangzhou,PM2.5,1/11/2017 15:00,2017,1,11,15,74,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2017 16:00,2017,1,11,16,68,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2017 17:00,2017,1,11,17,61,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2017 18:00,2017,1,11,18,78,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2017 19:00,2017,1,11,19,75,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2017 20:00,2017,1,11,20,78,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2017 21:00,2017,1,11,21,74,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2017 22:00,2017,1,11,22,76,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2017 23:00,2017,1,11,23,78,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 0:00,2017,1,12,0,73,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 1:00,2017,1,12,1,75,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 2:00,2017,1,12,2,78,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 3:00,2017,1,12,3,71,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 4:00,2017,1,12,4,65,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 5:00,2017,1,12,5,63,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 6:00,2017,1,12,6,58,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 7:00,2017,1,12,7,57,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 8:00,2017,1,12,8,48,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 9:00,2017,1,12,9,39,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 10:00,2017,1,12,10,33,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 11:00,2017,1,12,11,24,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 12:00,2017,1,12,12,19,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 13:00,2017,1,12,13,9,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 14:00,2017,1,12,14,8,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 15:00,2017,1,12,15,-999,µg/m³,1 Hr,Missing
Guangzhou,PM2.5,1/12/2017 16:00,2017,1,12,16,8,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 17:00,2017,1,12,17,7,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 18:00,2017,1,12,18,6,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 19:00,2017,1,12,19,10,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 20:00,2017,1,12,20,14,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 21:00,2017,1,12,21,12,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 22:00,2017,1,12,22,10,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2017 23:00,2017,1,12,23,6,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 0:00,2017,1,13,0,6,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 1:00,2017,1,13,1,5,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 2:00,2017,1,13,2,3,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 3:00,2017,1,13,3,3,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 4:00,2017,1,13,4,4,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 5:00,2017,1,13,5,2,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 6:00,2017,1,13,6,3,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 7:00,2017,1,13,7,3,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 8:00,2017,1,13,8,4,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 9:00,2017,1,13,9,8,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 10:00,2017,1,13,10,8,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 11:00,2017,1,13,11,10,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 12:00,2017,1,13,12,15,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 13:00,2017,1,13,13,15,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 14:00,2017,1,13,14,12,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 15:00,2017,1,13,15,12,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 16:00,2017,1,13,16,15,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 17:00,2017,1,13,17,10,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 18:00,2017,1,13,18,13,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 19:00,2017,1,13,19,18,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 20:00,2017,1,13,20,17,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 21:00,2017,1,13,21,15,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 22:00,2017,1,13,22,15,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/13/2017 23:00,2017,1,13,23,13,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 0:00,2017,1,14,0,13,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 1:00,2017,1,14,1,13,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 2:00,2017,1,14,2,16,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 3:00,2017,1,14,3,16,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 4:00,2017,1,14,4,14,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 5:00,2017,1,14,5,10,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 6:00,2017,1,14,6,8,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 7:00,2017,1,14,7,7,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 8:00,2017,1,14,8,6,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 9:00,2017,1,14,9,14,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 10:00,2017,1,14,10,13,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 11:00,2017,1,14,11,16,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 12:00,2017,1,14,12,17,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 13:00,2017,1,14,13,28,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 14:00,2017,1,14,14,33,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 15:00,2017,1,14,15,32,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 16:00,2017,1,14,16,31,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 17:00,2017,1,14,17,39,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 18:00,2017,1,14,18,43,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 19:00,2017,1,14,19,46,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 20:00,2017,1,14,20,39,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 21:00,2017,1,14,21,40,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 22:00,2017,1,14,22,38,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/14/2017 23:00,2017,1,14,23,39,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 0:00,2017,1,15,0,42,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 1:00,2017,1,15,1,41,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 2:00,2017,1,15,2,21,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 3:00,2017,1,15,3,27,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 4:00,2017,1,15,4,28,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 5:00,2017,1,15,5,26,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 6:00,2017,1,15,6,23,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 7:00,2017,1,15,7,22,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 8:00,2017,1,15,8,22,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 9:00,2017,1,15,9,21,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 10:00,2017,1,15,10,26,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 11:00,2017,1,15,11,28,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 12:00,2017,1,15,12,24,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 13:00,2017,1,15,13,25,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 14:00,2017,1,15,14,20,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 15:00,2017,1,15,15,26,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 16:00,2017,1,15,16,22,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 17:00,2017,1,15,17,24,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 18:00,2017,1,15,18,31,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 19:00,2017,1,15,19,30,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 20:00,2017,1,15,20,23,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 21:00,2017,1,15,21,20,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 22:00,2017,1,15,22,18,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/15/2017 23:00,2017,1,15,23,15,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 0:00,2017,1,16,0,14,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 1:00,2017,1,16,1,21,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 2:00,2017,1,16,2,24,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 3:00,2017,1,16,3,20,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 4:00,2017,1,16,4,15,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 5:00,2017,1,16,5,17,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 6:00,2017,1,16,6,23,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 7:00,2017,1,16,7,27,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 8:00,2017,1,16,8,32,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 9:00,2017,1,16,9,29,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 10:00,2017,1,16,10,41,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 11:00,2017,1,16,11,43,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 12:00,2017,1,16,12,45,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 13:00,2017,1,16,13,50,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 14:00,2017,1,16,14,45,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 15:00,2017,1,16,15,37,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 16:00,2017,1,16,16,44,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 17:00,2017,1,16,17,38,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 18:00,2017,1,16,18,50,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 19:00,2017,1,16,19,52,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 20:00,2017,1,16,20,54,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 21:00,2017,1,16,21,45,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 22:00,2017,1,16,22,45,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/16/2017 23:00,2017,1,16,23,46,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 0:00,2017,1,17,0,36,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 1:00,2017,1,17,1,33,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 2:00,2017,1,17,2,38,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 3:00,2017,1,17,3,35,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 4:00,2017,1,17,4,31,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 5:00,2017,1,17,5,25,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 6:00,2017,1,17,6,27,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 7:00,2017,1,17,7,24,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 8:00,2017,1,17,8,26,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 9:00,2017,1,17,9,31,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 10:00,2017,1,17,10,38,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 11:00,2017,1,17,11,30,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 12:00,2017,1,17,12,37,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 13:00,2017,1,17,13,38,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 14:00,2017,1,17,14,34,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 15:00,2017,1,17,15,28,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 16:00,2017,1,17,16,27,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 17:00,2017,1,17,17,27,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 18:00,2017,1,17,18,33,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 19:00,2017,1,17,19,36,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 20:00,2017,1,17,20,36,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 21:00,2017,1,17,21,34,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 22:00,2017,1,17,22,31,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/17/2017 23:00,2017,1,17,23,31,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 0:00,2017,1,18,0,29,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 1:00,2017,1,18,1,32,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 2:00,2017,1,18,2,30,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 3:00,2017,1,18,3,24,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 4:00,2017,1,18,4,22,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 5:00,2017,1,18,5,27,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 6:00,2017,1,18,6,34,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 7:00,2017,1,18,7,41,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 8:00,2017,1,18,8,37,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 9:00,2017,1,18,9,39,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 10:00,2017,1,18,10,42,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 11:00,2017,1,18,11,39,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 12:00,2017,1,18,12,46,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 13:00,2017,1,18,13,44,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 14:00,2017,1,18,14,42,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 15:00,2017,1,18,15,51,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 16:00,2017,1,18,16,50,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 17:00,2017,1,18,17,55,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 18:00,2017,1,18,18,60,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 19:00,2017,1,18,19,65,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 20:00,2017,1,18,20,61,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 21:00,2017,1,18,21,53,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 22:00,2017,1,18,22,49,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/18/2017 23:00,2017,1,18,23,44,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 0:00,2017,1,19,0,45,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 1:00,2017,1,19,1,44,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 2:00,2017,1,19,2,48,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 3:00,2017,1,19,3,50,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 4:00,2017,1,19,4,39,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 5:00,2017,1,19,5,40,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 6:00,2017,1,19,6,35,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 7:00,2017,1,19,7,36,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 8:00,2017,1,19,8,43,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 9:00,2017,1,19,9,48,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 10:00,2017,1,19,10,44,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 11:00,2017,1,19,11,42,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 12:00,2017,1,19,12,47,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 13:00,2017,1,19,13,45,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 14:00,2017,1,19,14,34,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 15:00,2017,1,19,15,30,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 16:00,2017,1,19,16,37,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 17:00,2017,1,19,17,26,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 18:00,2017,1,19,18,28,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 19:00,2017,1,19,19,31,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 20:00,2017,1,19,20,35,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 21:00,2017,1,19,21,26,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 22:00,2017,1,19,22,25,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/19/2017 23:00,2017,1,19,23,19,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 0:00,2017,1,20,0,13,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 1:00,2017,1,20,1,13,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 2:00,2017,1,20,2,8,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 3:00,2017,1,20,3,6,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 4:00,2017,1,20,4,4,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 5:00,2017,1,20,5,8,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 6:00,2017,1,20,6,7,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 7:00,2017,1,20,7,5,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 8:00,2017,1,20,8,5,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 9:00,2017,1,20,9,7,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 10:00,2017,1,20,10,17,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 11:00,2017,1,20,11,15,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 12:00,2017,1,20,12,19,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 13:00,2017,1,20,13,29,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 14:00,2017,1,20,14,27,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 15:00,2017,1,20,15,29,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 16:00,2017,1,20,16,27,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 17:00,2017,1,20,17,31,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 18:00,2017,1,20,18,37,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 19:00,2017,1,20,19,45,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 20:00,2017,1,20,20,50,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 21:00,2017,1,20,21,47,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 22:00,2017,1,20,22,50,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/20/2017 23:00,2017,1,20,23,51,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 0:00,2017,1,21,0,49,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 1:00,2017,1,21,1,49,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 2:00,2017,1,21,2,46,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 3:00,2017,1,21,3,58,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 4:00,2017,1,21,4,63,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 5:00,2017,1,21,5,59,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 6:00,2017,1,21,6,64,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 7:00,2017,1,21,7,65,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 8:00,2017,1,21,8,74,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 9:00,2017,1,21,9,73,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 10:00,2017,1,21,10,69,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 11:00,2017,1,21,11,66,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 12:00,2017,1,21,12,71,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 13:00,2017,1,21,13,66,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 14:00,2017,1,21,14,62,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 15:00,2017,1,21,15,61,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 16:00,2017,1,21,16,60,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 17:00,2017,1,21,17,54,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 18:00,2017,1,21,18,60,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 19:00,2017,1,21,19,62,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 20:00,2017,1,21,20,60,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 21:00,2017,1,21,21,62,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 22:00,2017,1,21,22,58,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/21/2017 23:00,2017,1,21,23,55,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 0:00,2017,1,22,0,57,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 1:00,2017,1,22,1,59,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 2:00,2017,1,22,2,46,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 3:00,2017,1,22,3,46,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 4:00,2017,1,22,4,48,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 5:00,2017,1,22,5,45,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 6:00,2017,1,22,6,44,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 7:00,2017,1,22,7,43,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 8:00,2017,1,22,8,44,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 9:00,2017,1,22,9,42,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 10:00,2017,1,22,10,47,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 11:00,2017,1,22,11,44,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 12:00,2017,1,22,12,40,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 13:00,2017,1,22,13,40,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 14:00,2017,1,22,14,38,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 15:00,2017,1,22,15,40,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 16:00,2017,1,22,16,39,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 17:00,2017,1,22,17,44,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 18:00,2017,1,22,18,49,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 19:00,2017,1,22,19,48,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/22/2017 20:00,2017,1,22,20,51,µg/m³,1 Hr,Valid
